,id,text,author,category
2104,19568,What makes community organizing especially attractive is the faith it places in the ability of the poor to make decisions for themselves.,Paul Wellstone,faith
2105,25058,"Freedom of expression is the matrix, the indispensable condition, of nearly every other form of freedom.",Benjamin Cardozo,freedom
2106,63981,"My chief gifts are - naturally good at all sports with a raw talent for pretty much everything, which if nurtured could develop into improper talent.",Michael Sheen,sports
2107,15044,"I do not know whether I was then a man dreaming I was a butterfly, or whether I am now a butterfly dreaming I am a man.",Zhuangzi,dreams
2108,53236,Peace is much more precious than a piece of land... let there be no more wars.,Anwar Sadat,peace
2109,62655,I smile so much at the theater my face hurts when I leave.,Heather Matarazzo,smile
2110,51595,"There is something beautiful about all scars of whatever nature. A scar means the hurt is over, the wound is closed and healed, done with.",Harry Crews,nature
2111,31904,"Man needs, for his happiness, not only the enjoyment of this or that, but hope and enterprise and change.",Bertrand Russell,happiness
2112,62277,"The theory of undirected evolution is already dead, but the work of science continues.",Michael Behe,science
2113,9281,"Now we're in the midst of not just advocating for change, not just calling for change - we're doing the grinding, sometimes frustrating work of delivering change - inch by inch, day by day.",Barack Obama,change
2114,41819,The right to a trial is a core principle of the American legal system. Depriving Americans of these essential liberties undermines the Constitution while doing nothing to strengthen our national security.,John Garamendi,legal
2115,54476,"There is probably nothing wrong with art for art's sake if we take the phrase seriously, and not take it to mean the kind of poetry written in England forty years ago.",Allen Tate,poetry
2116,30153,"The liberals think government exists to fix what's wrong with America. They find fault with our Constitution, our economic model and our core values. We disagree with the premise of their argument. We believe there's nothing wrong with America that an extra dose of freedom won't cure.",Rick Perry,government
2117,37988,"The capacity you're thinking of is imagination without it there can be no understanding, indeed no fiction.",William Trevor,imagination
2118,20581,I grew up in a family where the women were just nuts. They didn't stand around in cardigans making polite conversation while they chopped tomatoes.,Nadia Giosia,family
2119,33800,"The record business is dangerous to the health of bands and individuals, which is something I'm just now learning. But it's not dangerous in any of the ways people think it's not that they try to make you compromise your art. That's not the problem.",T-Bone Burnett,health
2120,17104,"Small natures require despotism to exercise their sinews, as great souls thirst for equality to give play to their heart.",Honore de Balzac,equality
2121,64929,"Unfortunately, there are so many people who live their whole life in a place that is safe and protected and simple and they don't really have that strength inside to fly.",Andrew Shue,strength
2122,45087,It is false to suggest that medical breakthroughs come only through government research.,Roger Wicker,medical
2123,15528,"I want to keep my dreams, even bad ones, because without them, I might have nothing all night long.",Joseph Heller,dreams
2124,6133,Living well is the best revenge.,George Herbert,best
2125,75401,I'm actually living my life with the material I choose to work with.,Ang Lee,work
2126,11579,I never thought much of the courage of a lion tamer. Inside the cage he is at least safe from people.,George Bernard Shaw,courage
2127,60779,"Maybe I'm naively romantic, but I do believe that spice and excitement doesn't stop once a couple gets together.",Stana Katic,romantic
2128,24375,"Freedom isn't free. It shouldn't be a bragging point that 'Oh, I don't get involved in politics,' as if that makes someone cleaner. No, that makes you derelict of duty in a republic. Liars and panderers in government would have a much harder time of it if so many people didn't insist on their right to remain ignorant and blindly agreeable.",Bill Maher,freedom
2129,40588,The hardest job kids face today is learning good manners without seeing any.,Fred Astaire,learning
2130,68495,"They always say time changes things, but you actually have to change them yourself.",Andy Warhol,time
2131,51495,"But when women are moved and lend help, when women, who are by nature calm and controlled, give encouragement and applause, when virtuous and knowledgeable women grace the endeavor with their sweet love, then it is invincible.",Jose Marti,nature
2132,538,Whoever marries the spirit of this age will find himself a widower in the next.,William Ralph Inge,age
